Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Fwd IAT Mean,Bwd IAT Mean,Packet Length Mean,SYN Flag Count,ACK Flag Count,Label
95457,2,2,88,288,3938.946332,41.90368438,31819.0,51.0,49.0,84.0,0,0,0
102808,10,5,934,1583,24482.53054,145.9030426,7343.428571,11423.11111,17408.75,157.3125,0,0,0
339566,2,2,74,74,435.850468,11.77974238,113188.6667,1.0,4.0,37.0,0,0,0
4,3,0,18,0,4500000.0,750000.0,2.0,2.0,0.0,6.0,0,1,0
69,1,1,0,6,86956.52174,28985.50725,69.0,0.0,0.0,2.0,0,0,1
841,2,2,66,208,325802.615933413,4756.242568371,280.3333333333,48.0,4.0,61.4,0,0,0
23981,2,2,64,160,9340.7280763938,166.7987156499,7993.6666666667,3.0,3.0,51.2,0,0,0
61700,2,2,72,182,4116.693679,64.82982172,20566.66667,4.0,3.0,58.0,0,0,0
186,2,2,102,158,1397849.462,21505.37634,62.0,47.0,4.0,62.2,0,0,0
116063120,16,14,754,500,10.80446571,0.258480041,4002176.552,7737541.333,8500838.0,40.4516129,0,0,0
167,2,2,88,188,1652694.611,23952.09581,55.66666667,3.0,3.0,64.0,0,0,0
98636742,7,7,400,11595,121.6078284,0.141934939,7587441.692,16400000.0,14932.0,799.6666667,0,1,1
56,2,2,4,12,285714.2857,71428.57143,18.66666667,1.0,48.0,3.6,0,0,0
123691,4,2,148,262,3314.711661,48.50797552,24738.2,19753.0,3.0,63.85714286,0,0,0
3285077,2,1,0,0,0.0,0.913220603,1642538.5,3285077.0,0.0,0.0,0,1,0
9105019,2,2,102,148,27.45738367,0.439318139,3035006.333,9074240.0,9044546.0,60.2,0,0,0
203,2,2,4,12,78817.73399,19704.4335,67.66666667,49.0,188.0,3.6,0,0,0
150,2,2,90,122,1413333.33333333,26666.6666666667,50.0,3.0,47.0,51.4,0,0,0
291,2,2,82,318,1374570.447,13745.70447,97.0,0.0,48.0,88.2,0,0,0
3,2,0,31,0,10300000.0,666666.6667,3.0,3.0,0.0,20.66666667,1,1,0
30125885,22,78,1525,110449,3716.87006,3.319404559,304301.8687,1434565.952,2643.701299,1108.653465,0,0,0
39817,3,5,26,11607,292161.6395,200.9192054,5688.142857,274.0,9940.0,1292.555556,0,0,1
190,2,2,58,166,1178947.368,21052.63158,63.33333333,4.0,49.0,50.6,0,0,0
127,1,1,0,0,0.0,15748.0315,127.0,0.0,0.0,0.0,0,1,0
90103990,10,12,739,7043,86.3668745413,0.2441623284,4290666.19047619,10009885.5555556,8189905.54545455,338.347826087,0,0,0
195,2,2,76,332,2092307.69230769,20512.8205128205,65.0,4.0,3.0,89.2,0,0,0
6,1,1,0,0,0.0,333333.3333,6.0,0.0,0.0,0.0,0,1,0
164,1,1,0,0,0.0,12195.12195,164.0,0.0,0.0,0.0,0,1,0
100368820,8,6,340,11595,118.9114309,0.139485549,7720678.462,14300000.0,26717.6,795.6666667,0,1,1
151,2,2,94,206,1986754.96688742,26490.0662251656,50.3333333333,3.0,3.0,69.4,0,0,0
218387,8,9,1572,3473,23101.1919207645,77.8434613782,13649.1875,26502.5714285714,23246.0,280.2777777778,0,0,0
56,1,1,2,6,142857.1429,35714.28571,56.0,0.0,0.0,3.333333333,0,0,1
219,2,2,156,316,2155251.142,18264.84018,73.0,48.0,48.0,110.0,0,0,0
270,2,2,70,278,1288888.889,14814.81481,90.0,1.0,66.0,76.6,0,0,0
55,1,1,0,0,0.0,36363.63636,55.0,0.0,0.0,0.0,0,1,0
14734,1,1,6,0,407.2213926972,135.7404642324,14734.0,0.0,0.0,4.0,0,1,0
100167665,5,7,357,11595,119.3199422,0.119799139,9106151.364,25000000.0,16700000.0,919.8461538,0,0,1
21800,2,0,12,0,550.4587155963,91.7431192661,21800.0,21800.0,0.0,6.0,0,1,0
564,1,1,48,64,198581.5603,3546.099291,564.0,0.0,0.0,53.33333333,0,0,0
57038,2,0,12,0,210.3860584,35.06434307,57038.0,57038.0,0.0,6.0,0,1,0
118830709,74,72,3451,80085,702.9832667,1.228638634,819522.131,1627817.932,1649380.732,568.2721088,0,0,0
638131,3,4,26,11601,18220.39675,10.96953447,106355.1667,11000.0,212692.6667,1453.375,0,0,1
220826,10,1,13876,6,62863.97435,49.81297492,22082.6,24536.22222,0.0,1157.333333,0,1,0
44,1,1,0,6,136363.6364,45454.54545,44.0,0.0,0.0,2.0,0,0,1
90,1,1,0,0,0.0,22222.2222222222,90.0,0.0,0.0,0.0,0,1,0
9609507,2,0,0,0,0.0,0.208127222,9609507.0,9609507.0,0.0,0.0,0,1,0
64185510,16,14,1416,4824,97.21820392,0.467395211,2213293.448,4279034.0,4933448.231,201.2903226,0,0,0
98390739,5,8,352,11595,121.4240296,0.132126256,8199228.25,24600000.0,14100000.0,853.7857143,0,0,1
31887,2,2,74,298,11666.1962555273,125.4429704895,10629.0,4.0,3.0,81.8,0,0,0
1709436,35,42,2622,7038,5650.986641208,45.0440964154,22492.5789473684,50277.5294117647,18167.9268292683,123.8461538462,0,0,0
195,2,2,90,122,1087179.487,20512.82051,65.0,3.0,50.0,51.4,0,0,0
3768725,2,2,94,138,61.55928066,1.061366908,1256241.667,3719348.0,3744295.0,56.4,0,0,0
49,1,1,0,6,122448.9796,40816.32653,49.0,0.0,0.0,2.0,0,0,1
817785,10,8,535,3400,4811.778157,22.01067518,48105.0,90865.0,88338.57143,207.1052632,0,0,0
234,5,1,452,0,1931623.932,25641.02564,46.8,58.5,0.0,109.7142857,1,1,0
238066,1,1,0,0,0.0,8.401031647,238066.0,0.0,0.0,0.0,0,1,0
60294716,13,8,1776,4244,99.8429116077,0.3482892265,3014735.8,5024559.66666667,8606295.14285714,273.6363636364,0,0,0
47130,3,4,435,871,27710.58774,148.5253554,7855.0,11703.0,7987.333333,163.25,0,0,0
51440,1,1,56,93,2896.578538,38.88024883,51440.0,0.0,0.0,68.33333333,0,0,0
50421,4,2,144,146,5751.5717657325,118.9980365324,10084.2,8041.6666666667,3.0,46.5714285714,0,0,0
91628,1,1,51,213,2881.21534902,21.8273890077,91628.0,0.0,0.0,105.0,0,0,0
196,2,2,68,132,1020408.163,20408.16327,65.33333333,3.0,4.0,46.8,0,0,0
10697670,7,5,814,373,110.958741483,1.1217395938,972515.454545455,1782945.0,21068.5,91.3076923077,0,0,0
155,2,2,68,100,1083870.968,25806.45161,51.66666667,3.0,48.0,40.4,0,0,0
47528,1,1,54,109,3429.5573135836,42.0804578354,47528.0,0.0,0.0,72.3333333333,0,0,0
101602542,6,9,12982,56,128.323561,0.147634102,7257324.429,20300000.0,12600000.0,900.8125,1,1,0
129,1,1,0,0,0.0,15503.87597,129.0,0.0,0.0,0.0,0,1,0
71575689,75,106,1469,188064,2648.0080408307,2.5287915845,397642.716666667,839382.162162162,680597.561904762,1041.3901098901,0,0,0
202,2,2,54,178,1148514.851,19801.9802,67.33333333,1.0,1.0,51.8,0,0,0
22,1,1,0,0,0.0,90909.09091,22.0,0.0,0.0,0.0,0,1,0
31219,2,2,80,206,9161.087799,128.1271021,10406.33333,47.0,48.0,65.2,0,0,0
5375800,9,6,348,4155,837.6427694,2.790282377,383985.7143,671975.0,62412.6,281.4375,0,0,0
3,2,0,0,0,0.0,666666.666666667,3.0,3.0,0.0,0.0,0,1,0
148145,2,0,12,0,81.00172129,13.50028688,148145.0,148145.0,0.0,6.0,0,1,0
1,2,0,12,0,12000000.0,2000000.0,1.0,1.0,0.0,6.0,0,0,0
30726,2,2,94,206,9763.718024,130.182907,10242.0,4.0,3.0,69.4,0,0,0
5230609,12,10,695,6272,1331.967272,4.206011193,249076.619,475497.2727,576311.7778,302.9130435,0,0,0
23757,2,2,82,238,13469.71419,168.3714274,7919.0,3.0,4.0,72.2,0,0,0
126255,6,6,1292,3861,40814.22518,95.04574076,11477.72727,19071.4,19254.0,396.3846154,0,0,0
78,2,1,31,6,474358.9744,38461.53846,39.0,3.0,0.0,17.0,1,1,0
70,2,2,4,12,228571.4286,57142.85714,23.33333333,49.0,49.0,3.6,0,0,0
242984,13,7,2128,3026,21211.2731702499,82.3099463339,12788.6315789474,20248.6666666667,31048.0,245.4285714286,0,0,0
115765038,18,15,928,1432,20.38612038,0.285060158,3617657.438,6809708.118,8034672.0,69.41176471,0,0,0
307,2,2,68,100,547231.270358306,13029.3159609121,102.3333333333,47.0,3.0,40.4,0,0,0
117343732,49,40,13929,21230,299.624014,0.758455509,1333451.5,2443607.688,3007516.667,390.6555556,0,0,0
254,2,2,94,350,1748031.496,15748.0315,84.66666667,49.0,4.0,98.2,0,0,0
89,2,2,4,12,179775.2809,44943.82022,29.66666667,49.0,1.0,3.6,0,0,0
719431,14,11,621,9614,14226.52068,34.74968413,29976.29167,55336.46154,48480.3,393.6538462,0,0,0
165,2,2,96,96,1163636.364,24242.42424,55.0,4.0,4.0,48.0,0,0,0
9757772,5,0,30,0,3.074472328,0.512412055,2439443.0,2439443.0,0.0,6.0,0,1,1
762,2,2,500,2860,4409448.819,5249.343832,254.0,2.0,4.0,722.0,0,0,0
111063631,23,23,3001,7389,93.5499758692,0.4141769865,2468080.68888889,5046031.68181818,5046035.31818182,221.0638297872,0,0,0
63358145,16,16,1849,4397,98.58243167,0.505065292,2043811.129,4223876.333,4208330.4,189.2727273,0,0,0
98,2,1,0,0,0.0,30612.2448979592,49.0,2.0,0.0,0.0,0,1,0
23816,2,2,102,242,14444.07121,167.9543164,7938.666667,3.0,3.0,79.0,0,0,0
196,2,2,64,96,816326.5306,20408.16327,65.33333333,4.0,3.0,38.4,0,0,0
98526754,5,7,302,11595,120.7489288,0.12179433,8956977.636,24600000.0,16400000.0,915.6153846,0,0,1
117563733,18,15,842,3532,37.20535142,0.28069881,3673866.656,6915513.706,8170736.643,128.6470588,0,0,0
61442725,14,12,1587,3761,87.0404104,0.423158315,2457709.0,4726363.462,5581088.091,198.0740741,0,0,0
111,1,1,2,6,72072.07207,18018.01802,111.0,0.0,0.0,3.333333333,0,0,1
5342342,3,1,0,0,0.0,0.748735292,1780780.667,2671171.0,0.0,0.0,0,0,0
151,2,2,86,118,1350993.377,26490.06623,50.33333333,3.0,48.0,49.4,0,0,0
64242434,7,2,187,92,4.342923869,0.140094318,8030304.25,10700000.0,58100000.0,32.5,1,1,0
147,2,2,80,112,1306122.44897959,27210.8843537415,49.0,46.0,2.0,46.4,0,0,0
3,2,0,31,0,10300000.0,666666.6667,3.0,3.0,0.0,20.66666667,1,1,0
149,2,0,12,0,80536.91275,13422.81879,149.0,149.0,0.0,6.0,0,0,0
277744,10,5,896,1471,8522.2363039346,54.0065671986,19838.8571428571,30860.4444444444,45695.5,147.9375,0,0,0
45,1,1,2,6,177777.7778,44444.44444,45.0,0.0,0.0,3.333333333,0,0,1
4,2,0,31,0,7750000.0,500000.0,4.0,4.0,0.0,20.66666667,1,1,0
970,3,0,18,0,18556.70103,3092.783505,485.0,485.0,0.0,6.0,0,1,0
4,2,0,280,0,70000000.0,500000.0,4.0,4.0,0.0,184.6666667,1,1,0
12434,2,0,6,0,482.5478527,160.8492842,12434.0,12434.0,0.0,2.0,0,1,0
257,2,2,66,98,638132.2957,15564.20233,85.66666667,3.0,3.0,39.4,0,0,0
354093,5,7,1425,1161,7303.166117376,33.8894019368,32190.2727272727,56612.0,40212.6666666667,198.9230769231,0,0,0
183,2,2,72,328,2185792.35,21857.9235,61.0,4.0,3.0,87.2,0,0,0
18,3,0,37,0,2055555.55555556,166666.666666667,9.0,9.0,0.0,9.25,0,1,0
28379809,54,31,8906,16586,898.2442412,2.995087106,337854.869,535468.0943,944675.5,296.4186047,0,0,0
282,2,2,56,568,2212765.957,14184.39716,94.0,49.0,48.0,130.4,0,0,0
63490,2,2,72,158,3622.617735,63.00204757,21163.33333,1.0,3.0,53.2,0,0,0
263,2,2,64,532,2266159.69581749,15209.1254752852,87.6666666667,48.0,3.0,125.6,0,0,0
486897,2,2,58,118,361.472755,8.215289887,162299.0,48.0,4.0,41.0,0,0,0
118648375,561,871,35545,1478106,12757.452430343,12.0692761279,82912.9105520615,211872.098214286,136335.08045977,1056.2812281926,0,0,0
78860,4,2,136,182,4032.462592,76.08419985,15772.0,10354.66667,4.0,50.28571429,0,0,0
5948459,3,1,12,0,2.017329194,0.672443065,1982819.667,2974229.5,0.0,2.4,0,0,0
275690,2,0,0,0,0.0,7.25452501,275690.0,275690.0,0.0,0.0,0,1,0
182530,2,2,84,182,1457.294691,21.91420588,60843.33333,1.0,3.0,61.6,0,0,0
494950,13,8,811,5983,13726.6390544499,42.4285281342,24747.5,41245.8333333333,56785.2857142857,308.8181818182,0,0,0
24,1,1,0,0,0.0,83333.33333,24.0,0.0,0.0,0.0,0,1,0
30545,1,1,51,115,5434.604682,65.47716484,30545.0,0.0,0.0,72.33333333,0,0,0
24701,2,2,68,158,9149.427149,161.9367637,8233.666667,3.0,0.0,52.0,0,0,0
255,2,2,64,258,1262745.098,15686.27451,85.0,1.0,1.0,70.8,0,0,0
19258,2,2,12,0,623.1176654,207.7058885,6419.333333,316.0,19256.0,3.6,0,0,1
71,1,1,2,6,112676.0563,28169.01408,71.0,0.0,0.0,3.333333333,0,0,1
23247,1,1,6,6,516.1956381,86.03260636,23247.0,0.0,0.0,6.0,0,1,0
5431752,9,5,367,3710,750.5865511,2.577437261,417827.0769,678969.0,22429.5,271.8,0,0,0
3,2,0,12,0,4000000.0,666666.666666667,3.0,3.0,0.0,6.0,0,0,0
85033996,7,5,11595,372,140.7319491,0.141120029,7730363.273,14200000.0,21200000.0,920.5384615,0,1,0
292308,7,6,673,356,3520.2594523585,44.4736373962,24359.0,32530.3333333333,39121.4,73.5,0,0,0
23891,1,1,56,120,7366.790842,83.71353229,23891.0,0.0,0.0,77.33333333,0,0,0
3,2,0,0,0,0.0,666666.6667,3.0,3.0,0.0,0.0,0,1,0
48189,1,1,72,157,4752.121854,41.50324763,48189.0,0.0,0.0,100.3333333,0,0,0
45,1,1,0,6,133333.3333,44444.44444,45.0,0.0,0.0,2.0,0,0,1
217906,1,1,49,145,890.2921443,9.178269529,217906.0,0.0,0.0,81.0,0,0,0
63,1,1,2,6,126984.127,31746.03175,63.0,0.0,0.0,3.333333333,0,0,1
48,1,1,2,6,166666.6667,41666.66667,48.0,0.0,0.0,3.333333333,0,0,1
62404,1,1,46,224,4326.645728,32.04922761,62404.0,0.0,0.0,105.3333333,0,0,0
4173927,4,0,24,0,5.749980774,0.958330129,1391309.0,1391309.0,0.0,6.0,0,1,1
96273,4,2,180,222,4175.625565,62.32276962,19254.6,16996.66667,1.0,63.85714286,0,0,0
382426,13,7,1045,3297,11353.8305449943,52.2976994242,20127.6842105263,31868.8333333333,58392.8333333333,206.7619047619,0,0,0
157,2,2,76,154,1464968.15286624,25477.7070063694,52.3333333333,4.0,3.0,53.6,0,0,0
10259112,7,7,1031,1933,288.9138943,1.364640526,789162.4615,1708237.333,1697982.833,197.6,0,0,0
4,2,0,12,0,3000000.0,500000.0,4.0,4.0,0.0,6.0,0,0,0
760989,4,0,24,0,31.53790659,5.256317765,253663.0,253663.0,0.0,6.0,0,1,1
31762,1,1,86,118,6422.7693470185,62.9683269316,31762.0,0.0,0.0,96.6666666667,0,0,0
23602,1,1,58,74,5592.746377,84.73858148,23602.0,0.0,0.0,63.33333333,0,0,0
84022123,8,5,700,11595,146.3305087,0.154721156,7001843.583,12000000.0,76105.0,878.2142857,0,1,1
27332,1,1,48,48,3512.366457,73.17430119,27332.0,0.0,0.0,48.0,0,0,0
3,2,0,37,0,12333333.3333333,666666.666666667,3.0,3.0,0.0,22.6666666667,1,1,0
39,1,1,0,0,0.0,51282.05128,39.0,0.0,0.0,0.0,0,1,0
43,1,1,0,6,139534.8837,46511.62791,43.0,0.0,0.0,2.0,0,0,1
85,1,1,8,0,94117.64706,23529.41176,85.0,0.0,0.0,5.333333333,1,1,1
5925018,4,2,0,0,0.0,1.012655151,1185003.6,1975006.0,1013807.0,0.0,0,0,0
106735,1,1,54,144,1855.061601,18.73799597,106735.0,0.0,0.0,84.0,0,0,0
196,2,2,70,460,2704081.633,20408.16327,65.33333333,3.0,1.0,113.0,0,0,0
3,2,0,53,0,17700000.0,666666.6667,3.0,3.0,0.0,35.33333333,1,1,0
5066036,166,284,12186,538936,108787.6201,88.82684608,11282.93096,30703.24848,10395.37456,1222.0,0,0,0
81708,2,0,12,0,146.8644441181,24.477407353,81708.0,81708.0,0.0,6.0,0,1,0
106292925,24,22,1120,3571,44.1327586,0.432766339,2362065.0,4621431.522,5058345.143,102.787234,1,1,0
62299,1,1,58,139,3162.169537,32.10324403,62299.0,0.0,0.0,85.0,0,0,0
142265,21,24,1257,41029,297234.0351,316.3111095,3233.295455,7113.25,4630.565217,919.2608696,0,0,0
47893,1,1,55,118,3612.2189046416,41.759756123,47893.0,0.0,0.0,76.0,0,0,0
5110762,8,7,383,4648,984.3933253006,2.9349830808,365054.428571429,730108.857142857,29317.0,314.4375,0,0,0
44,1,1,0,6,136363.6364,45454.54545,44.0,0.0,0.0,2.0,0,0,1
97318772,7,6,375,11595,122.9978529,0.133581628,8109897.667,16200000.0,6671.2,855.0,0,1,1
40,1,1,6,6,300000.0,50000.0,40.0,0.0,0.0,6.0,0,1,0
256702,2,0,12,0,46.74681148,7.791135246,256702.0,256702.0,0.0,6.0,0,1,0
150,2,2,88,120,1386666.667,26666.66667,50.0,3.0,48.0,50.4,0,0,0
30542,1,1,56,72,4190.950167,65.48359636,30542.0,0.0,0.0,61.33333333,0,0,0
69654,1,1,44,86,1866.368048,28.71335458,69654.0,0.0,0.0,58.0,0,0,0
956360,2,0,0,0,0.0,2.0912627044,956360.0,956360.0,0.0,0.0,0,1,0
32108,4,2,160,302,14388.93734,186.8693161,6421.6,8388.0,48.0,71.71428571,0,0,0
97,1,1,0,6,61855.6701,20618.5567,97.0,0.0,0.0,2.0,0,0,1
31986,2,1,0,0,0.0,93.7910335772,15993.0,1.0,0.0,0.0,0,1,0
73110211,8,7,56,11601,159.4442122,0.205169699,5222157.929,10300000.0,225700.5,728.9375,0,1,1
99321758,8,6,318,11595,119.9435072,0.140956023,7640135.231,14200000.0,3480.2,794.2,0,1,1
13987,2,1,12,0,857.9395153,214.4848788,6993.5,13987.0,0.0,4.5,0,0,1
267,2,2,102,224,1220973.783,14981.27341,89.0,3.0,3.0,75.4,0,0,0
6015325,3,1,12,0,1.994904681,0.664968227,2005108.33333333,3007662.5,0.0,2.4,0,0,0
5411948,4,2,0,0,0.0,1.108658102,1082389.6,1803982.667,994227.0,0.0,0,0,0
50,1,2,0,0,0.0,60000.0,25.0,0.0,1.0,0.0,0,1,0
3256742,11,15,3446,11590,4616.88399,7.983438664,130269.68,135118.9,223404.7857,556.8888889,0,0,0
81008,1,1,48,48,1185.068141,24.68891961,81008.0,0.0,0.0,48.0,0,0,0
22,1,1,2,6,363636.3636,90909.09091,22.0,0.0,0.0,3.333333333,0,0,1
4,3,0,18,0,4500000.0,750000.0,2.0,2.0,0.0,6.0,0,1,0
3,2,0,31,0,10300000.0,666666.6667,3.0,3.0,0.0,20.66666667,1,1,0
55,1,1,0,6,109090.9091,36363.63636,55.0,0.0,0.0,2.0,0,0,1
6,1,1,2,6,1333333.333,333333.3333,6.0,0.0,0.0,3.333333333,0,0,1
198,2,2,88,472,2828282.82828283,20202.0202020202,66.0,3.0,4.0,120.8,0,0,0
48751,1,1,50,105,3179.421961,41.02479949,48751.0,0.0,0.0,68.33333333,0,0,0
30983,1,1,47,175,7165.219637,64.55152826,30983.0,0.0,0.0,89.66666667,0,0,0
98592868,8,5,350,11595,121.1548081,0.131855379,8216072.333,14100000.0,1401.25,853.2142857,0,1,1
85433160,5,7,387,11595,140.2499919,0.140460683,7766650.909,21300000.0,14200000.0,922.1538462,0,0,1
17488,1,1,48,48,5489.4785,114.3641354,17488.0,0.0,0.0,48.0,0,0,0
32192095,44,67,1839,115229,3636.5449344008,3.4480514549,292655.409090909,523444.488372093,485686.0,1045.25,0,0,0
222,2,0,0,0,0.0,9009.009009,222.0,222.0,0.0,0.0,0,1,0
69,1,1,0,6,86956.52174,28985.50725,69.0,0.0,0.0,2.0,0,0,1
67685439,19,20,1844,7876,143.6054806,0.57619483,1781195.763,3563433.556,3560199.158,243.0,0,0,0
83,1,1,0,0,0.0,24096.38554,83.0,0.0,0.0,0.0,0,1,0
64194530,7,2,187,92,4.346164697,0.140198861,8024316.25,10700000.0,58100000.0,32.5,1,1,0
48560,1,1,43,121,3377.265239,41.18616145,48560.0,0.0,0.0,69.0,0,0,0
143335,16,15,1128,14077,106080.161858583,216.2765549238,4777.8333333333,9555.6666666667,7911.1428571429,475.15625,0,0,0
24,1,1,0,0,0.0,83333.33333,24.0,0.0,0.0,0.0,0,1,0
4,2,0,31,0,7750000.0,500000.0,4.0,4.0,0.0,20.66666667,1,1,0
306,2,2,62,94,509803.9216,13071.89542,102.0,4.0,1.0,37.4,0,0,0
158,2,2,60,92,962025.3165,25316.4557,52.66666667,3.0,3.0,36.4,0,0,0
116,3,0,0,0,0.0,25862.06897,58.0,58.0,0.0,0.0,0,1,0
161,2,2,46,46,571428.5714,24844.7205,53.66666667,1.0,1.0,23.0,0,0,0
24169,2,2,72,136,8606.065621,165.5012619,8056.333333,3.0,48.0,48.8,0,0,0
5241404,8,6,397,3716,784.7134088,2.67104005,403184.9231,748772.0,13928.0,274.2,0,0,0
43,1,1,2,6,186046.5116,46511.62791,43.0,0.0,0.0,3.333333333,0,0,1
50,1,1,0,6,120000.0,40000.0,50.0,0.0,0.0,2.0,0,0,1
61652,1,1,45,99,2335.690651,32.44014793,61652.0,0.0,0.0,63.0,0,0,0
33861,4,2,124,174,8800.685154,177.1950031,6772.2,6025.666667,2.0,47.0,0,0,0
85158105,9,6,356,11595,140.3389613,0.176142952,6082721.786,10600000.0,29503.4,746.9375,0,1,1
76,2,2,4,12,210526.3158,52631.57895,25.33333333,3.0,49.0,3.6,0,0,0
12,1,1,2,6,666666.6667,166666.6667,12.0,0.0,0.0,3.333333333,0,0,1
41,1,1,0,0,0.0,48780.4878,41.0,0.0,0.0,0.0,0,1,0
190,2,2,80,336,2189473.684,21052.63158,63.33333333,3.0,3.0,91.2,0,0,0
227031,7,7,934,4583,24300.6461672635,61.6655875189,17463.9230769231,28826.5,29753.3333333333,367.8,0,0,0
99,1,1,0,0,0.0,20202.0202020202,99.0,0.0,0.0,0.0,0,1,0
8771758,5,0,30,0,3.420066992,0.570011165,2192939.5,2192939.5,0.0,6.0,0,1,1
73,1,1,0,6,82191.78082,27397.26027,73.0,0.0,0.0,2.0,0,0,1
169,2,2,88,188,1633136.095,23668.63905,56.33333333,3.0,4.0,64.0,0,0,0
118306658,22,17,2850,1270,34.82475179,0.329651777,3113333.105,5633650.381,7037126.438,103.0,0,0,0
62962,2,2,72,236,4891.839522,63.53038341,20987.33333,1.0,48.0,68.8,0,0,0
102670610,14,3,2541,6,24.80748873,0.165578056,6416913.125,7897730.846,51300000.0,141.5,0,0,1
53,1,1,0,0,0.0,37735.84906,53.0,0.0,0.0,0.0,0,1,0
63359091,7,2,169,92,4.119377281,0.142047492,7919886.375,10600000.0,59000000.0,30.7,1,1,0
116087903,18,15,877,1492,20.40694972,0.284267345,3627746.969,6828700.176,7953695.357,69.67647059,0,0,0
115570539,127,0,0,0,0.0,1.098895974,917226.5,917226.5,0.0,0.0,0,0,0
326,2,2,58,490,1680981.595,12269.93865,108.6666667,47.0,47.0,115.4,0,0,0
324189,3,4,26,11601,35864.88129,21.59234274,54031.5,18779.5,108023.3333,1453.375,0,0,1
13,2,2,4,12,1230769.231,307692.3077,4.333333333,3.0,2.0,3.6,0,0,0
115262200,16,14,435,746,10.2462038726,0.2602761356,3974558.62068966,7684146.66666667,8507094.76923077,38.0967741935,0,0,0
5397807,5,1,123,46,31.30901123,1.111562529,1079561.4,1349451.75,0.0,30.71428571,1,1,0
37411,1,1,0,0,0.0,53.460212237,37411.0,0.0,0.0,0.0,0,1,0
98632738,7,6,337,11595,120.974032,0.13180208,8219394.833,16400000.0,3293.0,852.2857143,0,1,1
84802168,8,6,290,11595,140.1497188,0.165090119,6523243.692,12100000.0,40106.0,792.3333333,0,1,1
25563993,275,372,4259,715327,28148.4195368071,25.3090352513,39572.7445820434,56818.1861313869,67913.2749326146,1110.4722222222,0,0,0
30308,1,1,42,115,5180.150455,65.98917777,30308.0,0.0,0.0,66.33333333,0,0,0
4,2,0,12,0,3000000.0,500000.0,4.0,4.0,0.0,6.0,0,1,0
98355691,6,7,366,11595,121.6096382,0.132173338,8196307.583,19600000.0,16400000.0,854.7857143,0,0,1
99453008,6,4,264,586,8.546750039,0.1005500005,11050334.2222222,19874440.0,33150936.3333333,80.0,0,0,0
30949,4,4,176,240,13441.46822,258.4897735,4421.285714,10269.66667,10263.0,51.11111111,0,0,0
61011,2,2,62,144,3376.440314,65.56194785,20337.0,3.0,3.0,47.4,0,0,0
105618629,16,3,2541,6,24.11506402,0.179892507,5867701.611,7041238.933,51300000.0,127.35,0,0,1
43,1,1,0,6,139534.8837,46511.62791,43.0,0.0,0.0,2.0,0,0,1
59609,4,5,430,2266,45228.0695868074,150.9839118254,7451.125,19811.3333333333,7618.0,269.6,0,0,0
230,2,2,68,482,2391304.34782609,17391.3043478261,76.6666666667,3.0,4.0,116.8,0,0,0
86068125,6,7,348,11595,138.7621724,0.151043142,7172343.75,17200000.0,14300000.0,853.5,0,0,1
3,2,0,0,0,0.0,666666.6667,3.0,3.0,0.0,0.0,0,0,0
83802239,7,6,298,11595,141.9174492,0.15512712,6983519.917,14000000.0,19325.8,849.5,0,1,1
84258115,7,6,294,11595,141.102136,0.15428781,7021509.583,14000000.0,29498.2,849.2142857,0,1,1
38,2,2,4,12,421052.6316,105263.1579,12.66666667,1.0,1.0,3.6,0,0,0
307536,22,19,1601,20917,73220.6961136257,133.3177254045,7688.4,14644.5714285714,15020.6111111111,536.1428571429,0,0,0
559,1,1,41,92,237924.8658,3577.817531,559.0,0.0,0.0,58.0,0,0,0
197924,3,2,18,37,277.8844404923,25.2622218629,49481.0,98.0,197776.0,10.1666666667,0,0,0
108608,1,1,49,131,1657.3364761344,18.4148497348,108608.0,0.0,0.0,76.3333333333,0,0,0
119388889,24,27,1824,4635,54.10051182,0.42717543,2387777.78,5190821.261,4579882.654,124.2115385,0,0,0
1028706,10,9,809,9231,9759.834199,18.46980576,57150.33333,114278.1111,116780.25,502.0,0,0,0
115590283,21,19,1824,4782,57.15013259,0.346049849,2963853.41,5778339.2,6420370.389,161.1219512,0,0,0
246,2,2,92,170,1065040.65,16260.1626,82.0,3.0,4.0,61.6,0,0,0
60571,1,1,44,134,2938.700037972,33.0191015502,60571.0,0.0,0.0,74.0,0,0,0
30753,2,2,86,198,9234.871395,130.0686112,10251.0,47.0,3.0,65.4,0,0,0
33261,2,2,66,240,9199.9639217101,120.2609662969,11087.0,2.0,3.0,67.8,0,0,0
60374742,13,8,870,1791,44.07472251,0.347827573,3018737.1,5031228.5,7188896.857,120.9545455,0,0,0
39010,1,1,0,0,0.0,51.26890541,39010.0,0.0,0.0,0.0,0,1,0
86913,1,1,57,247,3497.750624,23.01151726,86913.0,0.0,0.0,120.3333333,0,0,0
88688773,2,2,108,152,2.931599922,0.045101537,29600000.0,88600000.0,88700000.0,62.4,0,0,0
15458,1,1,48,48,6210.376504,129.3828438,15458.0,0.0,0.0,48.0,0,0,0
999083,2,0,12,0,12.0110140999,2.0018356833,999083.0,999083.0,0.0,6.0,0,1,0
98970,2,2,70,184,2566.434273,40.41628776,32990.0,3.0,3.0,57.8,0,0,0
300,2,2,60,414,1580000.0,13333.33333,100.0,3.0,3.0,100.8,0,0,0
